iter,gbest
633,60.692375
634,60.692375
635,60.692375
636,60.692375
637,60.692375
638,60.692375
639,60.692375
640,60.692375
641,60.692375
642,60.692375
643,60.692375
644,60.692375
645,60.692375
646,60.692375
647,60.692375
648,60.692375
649,60.692375
650,60.692375
651,60.692375
652,60.692375
653,60.692375
654,60.692375
655,60.692375
656,60.692375
657,60.692375
658,60.692375
659,60.692375
660,60.692375
661,60.692375
662,60.692375
663,60.692375
664,60.692375
665,60.692375
666,60.692375
667,60.692375
668,60.692375
669,60.692375
670,60.692375
671,60.692375
672,60.692375
673,60.692375
674,60.692375
675,60.692375
676,60.692375
677,60.692375
678,60.692375
679,60.692375
680,60.692375
681,60.692375
682,60.692375
683,60.692375
684,60.692375
685,60.692375
686,60.692375
687,60.692375
688,60.692375
689,60.692375
690,60.692375
691,60.692375
692,60.692375
693,60.692375
694,60.692375
695,60.692375
696,60.692375
697,60.692375
698,60.692375
699,60.692375
700,60.692375
701,60.692375
702,60.692375
703,60.692375
704,60.692375
705,60.692375
706,60.692375
707,60.692375
708,60.692375
709,60.692375
710,60.692375
711,60.692375
712,60.692375
713,60.692375
714,60.692375
715,60.692375
716,60.692375
717,60.692375
718,60.692375
719,60.692375
720,60.692375
721,60.692375
722,60.692375
723,60.692375
724,60.692375
725,60.692375
726,60.692375
727,60.692375
728,60.692375
729,60.692375
730,60.692375
731,60.692375
732,60.692375
733,60.692375
734,60.692375
735,60.692375
736,60.692375
737,60.692375
738,60.692375
739,60.692375
740,60.692375
741,60.692375
742,60.692375
743,60.692375
744,60.692375
745,60.692375
746,60.692375
747,60.692375
748,60.692375
749,60.692375
750,60.692375
751,60.692375
752,60.692375
753,60.692375
754,60.692375
755,60.692375
756,60.692375
757,60.692375
758,60.692375
759,60.692375
760,60.692375
761,60.692375
762,60.692375
763,60.692375
764,60.692375
765,60.692375
766,60.692375
767,60.692375
768,60.692375
769,60.692375
770,60.692375
771,60.692375
772,60.692375
773,60.692375
774,60.692375
775,60.692375
776,60.692375
777,60.692375
778,60.692375
779,60.692375
780,60.692375
781,60.692375
782,60.692375
783,60.692375
784,60.692375
785,60.692375
786,60.692375
787,60.692375
788,60.692375
789,60.692375
790,60.692375
791,60.692375
792,60.692375
793,60.692375
794,60.692375
795,60.692375
796,60.692375
797,60.692375
798,60.692375
799,60.692375
800,60.692375
801,60.692375
802,60.692375
803,60.692375
804,60.692375
805,60.692375
806,60.692375
807,60.692375
808,60.692375
809,60.692375
810,60.692375
811,60.692375
812,60.692375
813,60.692375
814,60.692375
815,60.692375
816,60.692375
817,60.692375
818,60.692375
819,60.692375
820,60.692375
821,60.692375
822,60.692375
823,60.692375
824,60.692375
825,60.692375
826,60.692375
827,60.692375
828,60.692375
829,60.692375
830,60.692375
831,60.692375
832,60.692375
833,60.692375
834,60.692375
835,60.692375
836,60.692375
837,60.692375
838,60.692375
839,60.692375
840,60.692375
841,60.692375
842,60.692375
843,60.692375
844,60.692375
845,60.692375
846,60.692375
847,60.692375
848,60.692375
849,60.692375
850,60.692375
851,60.692375
852,60.692375
853,60.692375
854,60.692375
855,60.692375
856,60.692375
857,60.692375
858,60.692375
859,60.692375
860,60.692375
861,60.692375
862,60.692375
863,60.692375
864,60.692375
865,60.692375
866,60.692375
867,60.692375
868,60.692375
869,60.692375
870,60.692375
871,60.692375
872,60.692375
873,60.692375
874,60.692375
875,60.692375
876,60.692375
877,60.692375
878,60.692375
879,60.692375
880,60.692375
881,60.692375
882,60.692375
883,60.692375
884,60.692375
885,60.692375
886,60.692375
887,60.692375
888,60.692375
889,60.692375
890,60.692375
891,60.692375
892,60.692375
893,60.692375
894,60.692375
895,60.692375
896,60.692375
897,60.692375
898,60.692375
899,60.692375
900,60.692375
901,60.692375
902,60.692375
903,60.692375
904,60.692375
905,60.692375
906,60.692375
907,60.692375
908,60.692375
909,60.692375
910,60.692375
911,60.692375
912,60.692375
913,60.692375
914,60.692375
915,60.692375
916,60.692375
917,60.692375
918,60.692375
919,60.692375
920,60.692375
921,60.692375
922,60.692375
923,60.692375
924,60.692375
925,60.692375
926,60.692375
927,60.692375
928,60.692375
929,60.692375
930,60.692375
931,60.692375
932,60.692375
933,60.692375
934,60.692375
935,60.692375
936,60.692375
937,60.692375
938,60.692375
939,60.692375
940,60.692375
941,60.692375
942,60.692375
943,60.692375
944,60.692375
945,60.692375
946,60.692375
947,60.692375
948,60.692375
949,60.692375
950,60.692375
951,60.692375
952,60.692375
953,60.692375
954,60.692375
955,60.692375
956,60.692375
957,60.692375
958,60.692375
959,60.692375
960,60.692375
961,60.692375
962,60.692375
963,60.692375
964,60.692375
965,60.692375
966,60.692375
967,60.692375
968,60.692375
969,60.692375
970,60.692375
971,60.692375
972,60.692375
973,60.692375
974,60.692375
975,60.692375
976,60.692375
977,60.692375
978,60.692375
979,60.692375
980,60.692375
981,60.692375
982,60.692375
983,60.692375
984,60.692375
985,60.692375
986,60.692375
987,60.692375
988,60.692375
989,60.692375
990,60.692375
991,60.692375
992,60.692375
993,60.692375
994,60.692375
995,60.692375
996,60.692375
997,60.692375
998,60.692375
999,60.692375
